           1           8  0.31808993327359453     
           2           9  0.51467463158594695     
           3          10  0.51467881401641025     
           4          11  0.31808856038657263     
           5          14  0.16989001620316987     
           6          15  0.27488784133725513     
           7          16  0.27488718438650811     
           8          17  0.16988978120729006     
           9          20   8.6582959339421228E-002
          10          21  0.14009703390050396     
          11          22  0.14009285533382951     
          12          23   8.6581727888000878E-002
          13          26   3.6352341405724235E-002
          14          27   5.8816132105673810E-002
          15          28   5.8813500948388386E-002
          16          29   3.6348807209097285E-002
